Rank,Title,Link,Author,Aborn,Adeath,Translator,Tborn,Tdeath,Subject,Language
917,Adventures of Sherlock Holmes,https://www.gutenberg.org//ebooks/48320,"Doyle, Arthur Conan",1859,1930,,,,"['Holmes, Sherlock (Fictitious character) -- Fiction', 'Private investigators -- England -- Fiction', 'Detective and mystery stories, English']",English
975,His Last Bow: An Epilogue of Sherlock Holmes,https://www.gutenberg.org//ebooks/2350,"Doyle, Arthur Conan",1859,1930,,,,"['Holmes, Sherlock (Fictitious character) -- Fiction', 'Private investigators -- England -- Fiction', 'Detective and mystery stories']",English
635,Lady Chatterley's lover,https://www.gutenberg.org//ebooks/73144,"Lawrence, D. H. (David Herbert)",1885,1930,,,,"['Adultery -- Fiction', 'England -- Fiction', 'Love stories', 'Married women -- Fiction', 'Man-woman relationships -- Fiction', 'Erotic stories', 'Gamekeepers -- Fiction', 'Disabled veterans -- Fiction']",English
775,Sons and Lovers,https://www.gutenberg.org//ebooks/217,"Lawrence, D. H. (David Herbert)",1885,1930,,,,"['Autobiographical fiction', 'England -- Fiction', 'Domestic fiction', 'Bildungsromans', 'Young men -- Fiction', 'Working class families -- Fiction']",English
889,A Classification and Subject Index for Cataloguing and Arranging the Books and Pamphlets of a Library,https://www.gutenberg.org//ebooks/12513,"Dewey, Melvil",1851,1931,,,,"['Classification, Dewey decimal']",English
218,Southern Horrors: Lynch Law in All Its Phases,https://www.gutenberg.org//ebooks/14975,"Wells-Barnett, Ida B.",1862,1931,,,,['Lynching'],English
234,The Red Record,https://www.gutenberg.org//ebooks/14977,"Wells-Barnett, Ida B.",1862,1931,,,,"['African Americans -- History -- 1877-1964', 'Lynching -- United States', 'Lynching -- United States -- Statistics']",English
963,How to Live on 24 Hours a Day,https://www.gutenberg.org//ebooks/2274,"Bennett, Arnold",1867,1931,,,,"['Conduct of life', 'Values', 'Time management']",English
897,"The Congo, and Other Poems",https://www.gutenberg.org//ebooks/1021,"Lindsay, Vachel",1879,1931,,,,"['American poetry', 'Narrative poetry']",English
105,The Prophet,https://www.gutenberg.org//ebooks/58585,"Gibran, Kahlil",1883,1931,,,,"['Mysticism -- Poetry', 'Prose poems, American']",English
497,雲形紋章 (Japanese),https://www.gutenberg.org//ebooks/35018,"Falkner, John Meade",1858,1932,"Hayashi, Kiyotoshi",,,"['Nobility -- Fiction', 'Dorset (England) -- Fiction', 'Architects -- Fiction', 'Church architecture -- Conservation and restoration -- Fiction', 'Heraldry -- Fiction']",Japanese
402,The Wind in the Willows,https://www.gutenberg.org//ebooks/289,"Grahame, Kenneth",1859,1932,,,,"['Fantasy fiction', 'Animals -- Fiction', 'Humorous stories', 'England -- Fiction', 'Friendship -- Fiction', 'Pastoral fiction', 'Country life -- Fiction', 'River life -- Fiction']",English
438,The Wind in the Willows,https://www.gutenberg.org//ebooks/27805,"Grahame, Kenneth",1859,1932,,,,"['Fantasy fiction', 'Animals -- Fiction', 'Humorous stories', 'England -- Fiction', 'Friendship -- Fiction', 'Pastoral fiction', 'Country life -- Fiction', 'River life -- Fiction']",English
518,The Kybalion,https://www.gutenberg.org//ebooks/14209,Three Initiates,1862,1932,,,,"['Occultism', 'Hermetism']",English
556,Portraits of women,https://www.gutenberg.org//ebooks/74674,"Bradford, Gamaliel",1863,1932,,,,['Women -- Biography'],English
659,Captains of souls,https://www.gutenberg.org//ebooks/74687,"Wallace, Edgar",1875,1932,,,,"['Science fiction', 'Mystery fiction']",English
70,The King in Yellow,https://www.gutenberg.org//ebooks/8492,"Chambers, Robert W. (Robert William)",1865,1933,,,,"['Short stories, American', 'Horror tales, American', 'United States -- Social life and customs -- 19th century -- Fiction']",English
510,"The Forsyte Saga, Volume I.",https://www.gutenberg.org//ebooks/2559,"Galsworthy, John",1867,1933,,,,"['England -- Social life and customs -- 19th century -- Fiction', 'Domestic fiction', 'Women -- England -- Fiction', 'Middle class -- England -- Fiction', 'England -- Social life and customs -- 20th century -- Fiction', 'Forsyte family (Fictitious characters) -- Fiction', 'Families -- England -- Fiction']",English
565,Justice,https://www.gutenberg.org//ebooks/2911,"Galsworthy, John",1867,1933,,,,"['English drama', 'Tragedies']",English
903,"Scurvy, Past and Present",https://www.gutenberg.org//ebooks/40505,"Hess, Alfred F.",1875,1933,,,,['Scurvy'],English
335,苦悶の欄 (Japanese),https://www.gutenberg.org//ebooks/39287,"Biggers, Earl Derr",1884,1933,"Hayashi, Kiyotoshi",,,"['Detective and mystery stories', 'London (England) -- Fiction', 'Courtship -- Fiction', 'Americans -- England -- Fiction']",Japanese
913,Where the West begins,https://www.gutenberg.org//ebooks/74701,"Hall, Austin",1885,1933,,,,"['Short stories', 'Western stories', 'Cowboys -- Fiction', 'Ranchers -- Fiction', 'Homestead law -- West (U.S.) -- Fiction']",English
628,Thought-Forms,https://www.gutenberg.org//ebooks/16269,"Leadbeater, C. W. (Charles Webster)",1854,1934,,,,"['Theosophy -- Doctrines', 'Thought and thinking -- Religious aspects -- Theosophy']",English
909,"How it Works",https://www.gutenberg.org//ebooks/28553,"Williams, Archibald",1871,1934,,,,"['Technology -- Juvenile literature', 'Science -- Juvenile literature']",English
718,The Common Law,https://www.gutenberg.org//ebooks/2449,"Holmes, Oliver Wendell",1841,1935,,,,['Common law'],English
298,"Shakespearean Tragedy: Lectures on Hamlet, Othello, King Lear, Macbeth",https://www.gutenberg.org//ebooks/16966,"Bradley, A. C. (Andrew Cecil)",1851,1935,,,,"['Shakespeare, William, 1564-1616 -- Tragedies']",English
471,Omens and Superstitions of Southern India,https://www.gutenberg.org//ebooks/35690,"Thurston, Edgar",1855,1935,,,,"['Folklore -- India', 'Omens', 'Superstition -- India, South', 'Occultism -- India, South', 'Dravidians -- Folklore']",English
32,The Yellow Wallpaper,https://www.gutenberg.org//ebooks/1952,"Gilman, Charlotte Perkins",1860,1935,,,,"['Psychological fiction', 'Mentally ill women -- Fiction', 'Feminist fiction', 'Married women -- Psychology -- Fiction', 'Sex role -- Fiction']",English
371,Herland,https://www.gutenberg.org//ebooks/32,"Gilman, Charlotte Perkins",1860,1935,,,,"['Utopias -- Fiction', 'Women -- Fiction', 'Utopian fiction', 'Black humor']",English
401,"The world's leading conquerors :  Alexander the Great, Cæsar, Charles the Great, the Ottoman sultans, the Spanish conquistadors, Napoleon",https://www.gutenberg.org//ebooks/74652,"Bevan, Wilson Lloyd",1866,1935,,,,"['History', 'Kings and rulers']",English
384,A Shropshire Lad,https://www.gutenberg.org//ebooks/5720,"Housman, A. E. (Alfred Edward)",1859,1936,,,,['Shropshire (England) -- Poetry'],English
886,The Battle of the Bays,https://www.gutenberg.org//ebooks/29515,"Seaman, Owen",1861,1936,,,,['Poetry'],English
883,Ghost Stories of an Antiquary,https://www.gutenberg.org//ebooks/8486,"James, M. R. (Montague Rhodes)",1862,1936,,,,"['Horror tales, English', 'Short stories, English', 'Ghost stories, English']",English
817,Niebla (Nivola) (Spanish),https://www.gutenberg.org//ebooks/49836,"Unamuno, Miguel de",1864,1936,,,,"['Experimental fiction', 'Spanish fiction -- 20th century']",Spanish
177,The Jungle Book,https://www.gutenberg.org//ebooks/236,"Kipling, Rudyard",1865,1936,,,,"['Short stories', 'Animals -- Fiction', 'Jungles -- Fiction', 'India -- Fiction', 'Jungle animals -- Fiction', 'Mowgli (Fictitious character) -- Fiction', 'Adventure stories, English', 'Feral children -- Fiction', 'India -- History -- 19th century -- Fiction']",English
259,Just so stories,https://www.gutenberg.org//ebooks/2781,"Kipling, Rudyard",1865,1936,,,,"['Short stories', ""Children's stories, English"", 'Animals -- Fiction']",English
570,Kim,https://www.gutenberg.org//ebooks/2226,"Kipling, Rudyard",1865,1936,,,,"['Orphans -- Fiction', 'India -- Fiction', 'Boys -- Fiction', 'Adventure stories', 'Spy stories', 'Lamas -- Fiction', 'Irish -- India -- Fiction']",English
747,The Man Who Would Be King,https://www.gutenberg.org//ebooks/8147,"Kipling, Rudyard",1865,1936,,,,"['Political fiction', 'Kings and rulers -- Fiction', 'British -- Afghanistan -- Fiction', 'Afghanistan -- Fiction']",English
713,Palmistry for All,https://www.gutenberg.org//ebooks/20480,Cheiro,1866,1936,,,,['Palmistry'],English
957,The Shame of the Cities,https://www.gutenberg.org//ebooks/54710,"Steffens, Lincoln",1866,1936,,,,"['Political corruption -- United States', 'Municipal government -- United States']",English
441,The Ballad of the White Horse,https://www.gutenberg.org//ebooks/1719,"Chesterton, G. K. (Gilbert Keith)",1874,1936,,,,"['White Horse, Vale of (England) -- Poetry', 'Epic poetry', 'Alfred, King of England, 849-899 -- Poetry', 'Great Britain -- History -- Alfred, 871-899 -- Poetry', 'Historical poetry', 'Christian poetry']",English
532,Tremendous Trifles,https://www.gutenberg.org//ebooks/8092,"Chesterton, G. K. (Gilbert Keith)",1874,1936,,,,['English essays'],English
618,The Man Who Was Thursday: A Nightmare,https://www.gutenberg.org//ebooks/1695,"Chesterton, G. K. (Gilbert Keith)",1874,1936,,,,"['Fantasy fiction', 'Detective and mystery stories', 'London (England) -- Fiction', 'Anarchists -- Fiction', 'Allegories', 'Police -- Fiction']",English
816,Orthodoxy,https://www.gutenberg.org//ebooks/130,"Chesterton, G. K. (Gilbert Keith)",1874,1936,,,,"['Apologetics', 'Chesterton, G. K. (Gilbert Keith), 1874-1936', 'Christianity -- Essence, genius, nature']",English
828,The innocence of Father Brown,https://www.gutenberg.org//ebooks/204,"Chesterton, G. K. (Gilbert Keith)",1874,1936,,,,"['England -- Fiction', 'Clergy -- Fiction', 'Detective and mystery stories, English', 'Catholics -- Fiction', 'Brown, Father (Fictitious character) -- Fiction', 'Detective and mystery stories, English -- Translations into Finnish']",English
847,What's Wrong with the World,https://www.gutenberg.org//ebooks/1717,"Chesterton, G. K. (Gilbert Keith)",1874,1936,,,,['Social problems'],English
820,The minstrel's curse,https://www.gutenberg.org//ebooks/74635,"Miller, Alex. McVeigh, Mrs.",1850,1937,,,,"['Short stories', 'Love stories', 'Blessing and cursing -- Fiction']",English
952,"Jamaica as it is, 1903",https://www.gutenberg.org//ebooks/74725,"Pullen-Burry, B. (Bessie)",1858,1937,,,,"['Black people -- Jamaica', 'Jamaica -- Description and travel', 'Obeah (Cult)']",English
102,Peter Pan,https://www.gutenberg.org//ebooks/16,"Barrie, J. M. (James Matthew)",1860,1937,,,,"['Fantasy literature', 'Peter Pan (Fictitious character) -- Fiction', 'Never-Never Land (Imaginary place) -- Fiction', 'Pirates -- Fiction', 'Fairies -- Fiction']",English
428,Peter and Wendy,https://www.gutenberg.org//ebooks/26654,"Barrie, J. M. (James Matthew)",1860,1937,,,,"['Fantasy literature', 'Peter Pan (Fictitious character) -- Fiction', 'Never-Never Land (Imaginary place) -- Fiction', 'Pirates -- Fiction', 'Fairies -- Fiction']",English
137,Ethan Frome,https://www.gutenberg.org//ebooks/4517,"Wharton, Edith",1862,1937,,,,"['Domestic fiction', 'New England -- Fiction', 'Married people -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Accident victims -- Fiction', 'Rural poor -- Fiction']",English
286,The Age of Innocence,https://www.gutenberg.org//ebooks/541,"Wharton, Edith",1862,1937,,,,"['New York (N.Y.) -- Fiction', 'Love stories', 'Domestic fiction', 'Married people -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Separated people -- Fiction', 'Upper class -- Fiction']",English
447,The House of Mirth,https://www.gutenberg.org//ebooks/284,"Wharton, Edith",1862,1937,,,,"['New York (N.Y.) -- Fiction', 'Psychological fiction', 'Single women -- Fiction', 'Social classes -- Fiction']",English
534,Here and beyond,https://www.gutenberg.org//ebooks/74742,"Wharton, Edith",1862,1937,,,,"['Short stories, American', 'American fiction -- 20th century']",English
800,"The passing of the great race; or, The racial basis of European history",https://www.gutenberg.org//ebooks/68185,"Grant, Madison",1865,1937,,,,['Ethnology -- Europe'],English
717,A First Spanish Reader (Spanish),https://www.gutenberg.org//ebooks/15353,"Remy, Alfred",1870,1937,,,,"['Spanish language -- Readers', 'Spanish language -- Textbooks for foreign speakers -- English']",Spanish
544,Cuentos de Amor de Locura y de Muerte (Spanish),https://www.gutenberg.org//ebooks/13507,"Quiroga, Horacio",1878,1937,,,,"['Short stories, Uruguayan', 'Uruguayan fiction']",Spanish
475,The call of Cthulhu,https://www.gutenberg.org//ebooks/68283,"Lovecraft, H. P. (Howard Phillips)",1890,1937,,,,"['Horror tales', 'Cthulhu (Fictitious character) -- Fiction']",English
966,At the mountains of madness,https://www.gutenberg.org//ebooks/70652,"Lovecraft, H. P. (Howard Phillips)",1890,1937,,,,"['Fantasy fiction', 'Horror tales', 'Antarctica -- Fiction', 'Fossils -- Collection and preservation -- Fiction', 'Scientific expeditions -- Fiction', 'Stone carving -- Fiction']",English
729,When I was a boy in China,https://www.gutenberg.org//ebooks/74717,"Lee, Yan Phou",1861,1938,,,,"['China -- Social life and customs -- 1644-1912', 'Lee, Yan Phou, 1861-1938?']",English
508,Everybody's business,https://www.gutenberg.org//ebooks/74626,"Giberne, Agnes",1845,1939,,,,"['Christian life -- Juvenile fiction', 'England -- Juvenile fiction', 'Shipwrecks -- Juvenile fiction', 'Fund raising -- Juvenile fiction', 'Lifeboats -- Juvenile fiction', 'Villages -- Juvenile fiction']",English
721,Latin for Beginners,https://www.gutenberg.org//ebooks/18251,"D'Ooge, Benjamin L. (Benjamin Leonard)",1860,1940,,,,"['Latin language -- Grammar -- Problems, exercises, etc.']",English
982,The Thirty-Nine Steps,https://www.gutenberg.org//ebooks/558,"Buchan, John",1875,1940,,,,"['World War, 1914-1918 -- Fiction', 'Spy stories', 'Hannay, Richard (Fictitious character) -- Fiction', 'Intelligence service -- Great Britain -- Fiction']",English
19,The Great Gatsby,https://www.gutenberg.org//ebooks/64317,"Fitzgerald, F. Scott (Francis Scott)",1896,1940,,,,"['Psychological fiction', 'First loves -- Fiction', 'Married women -- Fiction', 'Rich people -- Fiction', 'Long Island (N.Y.) -- Fiction']",English
